產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,24,752.2917,752.2917,"18,055","18,960"
HUKHA00626,三人票,個,NTD,新台幣,6,"2,143.0000","2,143.0000","12,858","13,500"
HUKHA00726,愛心票,個,NTD,新台幣,6,376.1667,376.1667,"2,257","2,370"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,57,379.9649,379.9649,"21,658","22,743"
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,8,94.0000,94.0000,752,792
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,1,276.0000,276.0000,276,290
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,334.0000,334.0000,334,350
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,334.0000,334.0000,334,350
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,4,210.0000,210.0000,840,880
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,209.4000,209.4000,"1,047","1,100"
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,7,238.0000,238.0000,"1,666","1,750"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,2,276.0000,276.0000,552,580
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,7,275.7143,275.7143,"1,930","2,030"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,17,95.1176,95.1176,"1,617","1,700"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,6,114.3333,114.3333,686,720
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,22,142.9545,142.9545,"3,145","3,300"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,250,142.9280,142.9280,"35,732","37,500"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,19,142.8947,142.8947,"2,715","2,850"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,4,797.0000,797.0000,"3,188","3,346"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,1,428.0000,428.0000,428,450
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,7,752.0000,752.0000,"5,264","5,530"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,3,"1,210.0000","1,210.0000","3,630","3,812"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,7,561.8571,561.8571,"3,933","4,130"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.2400,190.2400,"9,512","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHC00326,獵人購物袋(深藍),個,NTD,新台幣,16,85.0000,85.0000,"1,360","1,424"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,1,849.0000,849.0000,849,890
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,2,267.0000,267.0000,534,560
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,1,848.0000,848.0000,848,890
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,5,342.8000,342.8000,"1,714","1,800"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,4,267.0000,267.0000,"1,068","1,120"
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,4,333.0000,333.0000,"1,332","1,400"
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,16,47.6250,47.6250,762,800
HUKHD03126,潮流全彩T-shirt(制約誓約)-Hunter_XL,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD03326,潮流全彩T-shirt(制約誓約)-Hunter_3XL,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD04726,B6筆記本-HunterA款,個,NTD,新台幣,1,190.0000,190.0000,190,200
HUKHD05026,銀箔書籤(4入)-HunterB款(綜),個,NTD,新台幣,1,114.0000,114.0000,114,120
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD08126,角色壓克力立牌-Hunter_I款(團長),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,58,47.6207,47.6207,"2,762","2,900"
HUKHD09526,盲抽炫彩大胸章-HunterA款(綜)(全13款),個,NTD,新台幣,12,114.2500,114.2500,"1,371","1,440"
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,2,305.0000,305.0000,610,640
HUKHE00126,福袋A_集卡冊,個,NTD,新台幣,3,952.0000,952.0000,"2,856","3,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,7,142.8571,142.8571,"1,000","1,050"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,17,142.8824,142.8824,"2,429","2,550"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,531,47.6177,47.6177,"25,285","26,550"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,40,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,14,0.0000,0.0000,0,0
