產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,28,752.4286,752.4286,"21,068","22,120"
HUKHA00626,三人票,個,NTD,新台幣,10,"2,143.0000","2,143.0000","21,430","22,500"
HUKHA00726,愛心票,個,NTD,新台幣,4,376.0000,376.0000,"1,504","1,580"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,59,379.9831,379.9831,"22,419","23,541"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,8,94.0000,94.0000,752,792
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,10,276.0000,276.0000,"2,760","2,900"
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,5,209.8000,209.8000,"1,049","1,100"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,209.6000,209.6000,"1,048","1,100"
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,20,237.9500,237.9500,"4,759","5,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,8,429.0000,429.0000,"3,432","3,600"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,1,276.0000,276.0000,276,290
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,4,276.0000,276.0000,"1,104","1,160"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,15,114.2000,114.2000,"1,713","1,800"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,44,142.9545,142.9545,"6,290","6,600"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,55,209.6727,209.6727,"11,532","12,100"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,336,142.9137,142.9137,"48,019","50,400"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,31,142.8710,142.8710,"4,429","4,650"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,4,771.2500,771.2500,"3,085","3,239"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,4,428.5000,428.5000,"1,714","1,800"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,7,428.4286,428.4286,"2,999","3,150"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,6,746.1667,746.1667,"4,477","4,701"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,5,"1,220.6000","1,220.6000","6,103","6,408"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,4,562.0000,562.0000,"2,248","2,360"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.3800,190.3800,"9,519","10,000"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,10,809.7000,809.7000,"8,097","8,500"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHC00226,獵人購物袋(淺藍),個,NTD,新台幣,14,85.0000,85.0000,"1,190","1,246"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,2,848.0000,848.0000,"1,696","1,780"
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,2,848.0000,848.0000,"1,696","1,780"
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,5,343.0000,343.0000,"1,715","1,800"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00526,角色手機掛繩 - 小傑款,個,NTD,新台幣,1,428.0000,428.0000,428,450
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,3,429.0000,429.0000,"1,287","1,350"
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,14,371.2143,371.2143,"5,197","5,460"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,39,47.6154,47.6154,"1,857","1,950"
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,9,152.1111,152.1111,"1,369","1,440"
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,8,152.0000,152.0000,"1,216","1,280"
HUKHD03026,潮流全彩T-shirt(制約誓約)-Hunter_L,個,NTD,新台幣,1,743.0000,743.0000,743,780
