產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,41,752.3415,752.3415,"30,846","32,390"
HUKHA00626,三人票,個,NTD,新台幣,11,"2,143.0000","2,143.0000","23,573","24,750"
HUKHA00726,愛心票,個,NTD,新台幣,3,376.0000,376.0000,"1,128","1,185"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,222,380.0225,380.0225,"84,365","88,578"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,11,94.1818,94.1818,"1,036","1,089"
HUKHB00425,風險骰子,個,NTD,新台幣,167,457.0419,457.0419,"76,326","80,160"
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,13,276.0000,276.0000,"3,588","3,770"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,16,209.8750,209.8750,"3,358","3,520"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,4,209.7500,209.7500,839,880
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,25,238.0000,238.0000,"5,950","6,250"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,24,428.9167,428.9167,"10,294","10,800"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,6,276.0000,276.0000,"1,656","1,740"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,8,276.0000,276.0000,"2,208","2,320"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,13,238.0000,238.0000,"3,094","3,250"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,87,95.1609,95.1609,"8,279","8,700"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,41,114.2927,114.2927,"4,686","4,920"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,115,142.8696,142.8696,"16,430","17,250"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,167,209.6407,209.6407,"35,010","36,740"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,761,142.9001,142.9001,"108,747","114,151"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,34,142.9706,142.9706,"4,861","5,100"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,9,791.4444,791.4444,"7,123","7,475"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,7,428.7143,428.7143,"3,001","3,150"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,10,751.9000,751.9000,"7,519","7,900"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,7,"1,202.1429","1,202.1429","8,415","8,837"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,14,562.0714,562.0714,"7,869","8,260"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.2400,190.2400,"9,512","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,6,238.0000,238.0000,"1,428","1,500"
HUKHD00125,名牌壓克力吊飾,個,NTD,新台幣,4,190.2500,190.2500,761,800
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,5,847.8000,847.8000,"4,239","4,450"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,1,848.0000,848.0000,848,890
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,21,343.0000,343.0000,"7,203","7,560"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,5,266.8000,266.8000,"1,334","1,400"
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,4,429.0000,429.0000,"1,716","1,800"
HUKHD00726,角色手機掛繩 - 比司吉款,個,NTD,新台幣,1,428.0000,428.0000,428,450
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,428.5000,428.5000,857,900
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,21,371.0476,371.0476,"7,792","8,190"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,5,333.2000,333.2000,"1,666","1,750"
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,9,142.8889,142.8889,"1,286","1,350"
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,45,47.6222,47.6222,"2,143","2,250"
HUKHD02026,貪婪之島壓克力卡片組-HunterA款(綜),個,NTD,新台幣,38,190.2895,190.2895,"7,231","7,600"
HUKHD02226,鎖鏈之鑰匙圈-HunterA款,個,NTD,新台幣,7,428.5714,428.5714,"3,000","3,150"
HUKHD02926,潮流全彩T-shirt(制約誓約)-Hunter_M,個,NTD,新台幣,1,742.0000,742.0000,742,780
HUKHD03726,拉霸吊飾鑰匙圈-HunterA款(小傑),個,NTD,新台幣,1,400.0000,400.0000,400,420
HUKHD04326,燙銀T-shirt(奇犽)-Hunter_XL,個,NTD,新台幣,7,618.4286,618.4286,"4,329","4,550"
HUKHD04426,燙銀T-shirt(奇犽)-Hunter_2XL,個,NTD,新台幣,1,619.0000,619.0000,619,650
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,12,171.1667,171.1667,"2,054","2,160"
HUKHD04626,金屬造型徽章-HunterB款(二級執照),個,NTD,新台幣,6,171.0000,171.0000,"1,026","1,080"
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,2,"1,714.0000","1,714.0000","3,428","3,602"
HUKHD05626,潮流T-shirt(西索IMAGE)-Hunter_S,個,NTD,新台幣,1,571.0000,571.0000,571,600
HUKHD05726,潮流T-shirt(西索IMAGE)-Hunter_M,個,NTD,新台幣,1,571.0000,571.0000,571,600
HUKHD05826,潮流T-shirt(西索IMAGE)-Hunter_L,個,NTD,新台幣,2,571.0000,571.0000,"1,142","1,200"
HUKHD05926,潮流T-shirt(西索IMAGE)-Hunter_XL,個,NTD,新台幣,5,571.0000,571.0000,"2,855","3,000"
HUKHD06626,潮流全彩T-shirt(拿酷戮)-Hunter_2XL,個,NTD,新台幣,2,743.0000,743.0000,"1,486","1,560"
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,3,209.6667,209.6667,629,660
HUKHD08126,角色壓克力立牌-Hunter_I款(團長),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08226,靠邊壓克力立牌-Hunter_A款(奇犽),個,NTD,新台幣,2,286.0000,286.0000,572,600
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,3,281.0000,281.0000,843,885
HUKHD08426,靠邊壓克力立牌-Hunter_C款(彼多),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,2,171.0000,171.0000,342,360
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,204,47.6176,47.6176,"9,714","10,200"
HUKHD09526,盲抽炫彩大胸章-HunterA款(綜)(全13款),個,NTD,新台幣,25,114.2000,114.2000,"2,855","3,000"
HUKHE00126,福袋A_集卡冊,個,NTD,新台幣,4,952.5000,952.5000,"3,810","4,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,12,142.8333,142.8333,"1,714","1,800"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,19,142.8421,142.8421,"2,714","2,850"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,179,0.0000,0.0000,0,0
HUKHI00626,獵人大提袋,個,NTD,新台幣,128,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,71,0.0000,0.0000,0,0
