產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,46,752.3696,752.3696,"34,609","36,340"
HUKHA00626,三人票,個,NTD,新台幣,10,"2,143.0000","2,143.0000","21,430","22,500"
HUKHA00726,愛心票,個,NTD,新台幣,12,376.1667,376.1667,"4,514","4,740"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,50,379.9000,379.9000,"18,995","19,950"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,10,94.1000,94.1000,941,990
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,7,276.0000,276.0000,"1,932","2,030"
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,10,209.7000,209.7000,"2,097","2,200"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,11,209.7273,209.7273,"2,307","2,420"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,13,238.0000,238.0000,"3,094","3,250"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,6,428.6667,428.6667,"2,572","2,700"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,2,276.0000,276.0000,552,580
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,6,276.0000,276.0000,"1,656","1,740"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,7,238.0000,238.0000,"1,666","1,750"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,16,95.0625,95.0625,"1,521","1,600"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,7,114.2857,114.2857,800,840
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,20,142.9500,142.9500,"2,859","3,000"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,95,209.4842,209.4842,"19,901","20,878"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,308,142.9058,142.9058,"44,015","46,200"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,20,142.9500,142.9500,"2,859","3,000"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,2,797.0000,797.0000,"1,594","1,673"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,5,752.0000,752.0000,"3,760","3,950"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,4,"1,275.0000","1,275.0000","5,100","5,356"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,3,561.6667,561.6667,"1,685","1,770"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.4000,190.4000,"9,520","10,000"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,9,809.4444,809.4444,"7,285","7,650"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,1,848.0000,848.0000,848,890
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,2,267.0000,267.0000,534,560
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,1,847.0000,847.0000,847,890
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,5,342.8000,342.8000,"1,714","1,800"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,428.5000,428.5000,857,900
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,11,371.0909,371.0909,"4,082","4,290"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,16,47.6250,47.6250,762,800
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,12,152.0833,152.0833,"1,825","1,920"
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,20,152.2500,152.2500,"3,045","3,200"
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,12,170.9167,170.9167,"2,051","2,160"
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,1,"1,714.0000","1,714.0000","1,714","1,800"
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,5,143.0000,143.0000,715,750
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,8,143.0000,143.0000,"1,144","1,200"
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD08226,靠邊壓克力立牌-Hunter_A款(奇犽),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,1,152.0000,152.0000,152,160
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,71,47.6197,47.6197,"3,381","3,550"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,2,571.0000,571.0000,"1,142","1,200"
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,3,305.0000,305.0000,915,960
HUKHD10028,中筒襪-Hunter_C款(酷拉皮卡),雙,NTD,新台幣,2,181.0000,181.0000,362,380
HUKHD10226,貪婪之島壓克力吊飾(隨機2入套組),包,NTD,新台幣,5,238.0000,238.0000,"1,190","1,250"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,11,142.8182,142.8182,"1,571","1,650"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,321,47.6199,47.6199,"15,286","16,050"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,58,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,26,0.0000,0.0000,0,0
