產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,11,752.3636,752.3636,"8,276","8,690"
HUKHA00626,三人票,個,NTD,新台幣,10,"2,143.0000","2,143.0000","21,430","22,500"
HUKHA00726,愛心票,個,NTD,新台幣,2,376.0000,376.0000,752,790
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,31,379.8710,379.8710,"11,776","12,369"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,6,94.1667,94.1667,565,594
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,9,276.1111,276.1111,"2,485","2,610"
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,6,209.3333,209.3333,"1,256","1,320"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,8,210.0000,210.0000,"1,680","1,760"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,11,238.0000,238.0000,"2,618","2,750"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,3,429.0000,429.0000,"1,287","1,350"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,4,276.0000,276.0000,"1,104","1,160"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,9,114.3333,114.3333,"1,029","1,080"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,45,142.7333,142.7333,"6,423","6,743"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,33,209.6970,209.6970,"6,920","7,260"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,182,142.9066,142.9066,"26,009","27,300"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,30,142.9000,142.9000,"4,287","4,500"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,4,796.5000,796.5000,"3,186","3,346"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,6,752.0000,752.0000,"4,512","4,740"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,2,"1,157.5000","1,157.5000","2,315","2,432"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,5,561.8000,561.8000,"2,809","2,950"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.3200,190.3200,"9,516","10,000"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,5,809.6000,809.6000,"4,048","4,250"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,8,238.0000,238.0000,"1,904","2,000"
HUKHC00126,素面不織布環保袋(黑),個,NTD,新台幣,18,47.0000,47.0000,846,882
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,3,266.6667,266.6667,800,840
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,3,428.6667,428.6667,"1,286","1,350"
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,7,371.1429,371.1429,"2,598","2,730"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,13,47.6154,47.6154,619,650
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,4,152.0000,152.0000,608,640
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,5,152.2000,152.2000,761,800
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,9,171.2222,171.2222,"1,541","1,620"
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,1,"1,714.0000","1,714.0000","1,714","1,800"
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,3,142.6667,142.6667,428,450
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD07926,角色壓克力立牌-Hunter_G款(雷歐力),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,3,152.0000,152.0000,456,480
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,43,47.6279,47.6279,"2,048","2,150"
