產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,16,752.3125,752.3125,"12,037","12,640"
HUKHA00626,三人票,個,NTD,新台幣,16,"2,143.0000","2,143.0000","34,288","36,000"
HUKHA00726,愛心票,個,NTD,新台幣,2,376.0000,376.0000,752,790
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,282,379.9645,379.9645,"107,150","112,518"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,5,143.0000,143.0000,715,750
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,11,94.0909,94.0909,"1,035","1,089"
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,20,276.0000,276.0000,"5,520","5,800"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,15,209.8000,209.8000,"3,147","3,300"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,7,210.0000,210.0000,"1,470","1,540"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,40,238.0250,238.0250,"9,521","10,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,25,428.6000,428.6000,"10,715","11,250"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,1,276.0000,276.0000,276,290
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,7,276.0000,276.0000,"1,932","2,030"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,11,238.0000,238.0000,"2,618","2,750"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,58,95.0862,95.0862,"5,515","5,800"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,24,114.3333,114.3333,"2,744","2,880"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,38,142.9474,142.9474,"5,432","5,700"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,290,209.6621,209.6621,"60,802","63,800"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,817,142.9070,142.9070,"116,755","122,550"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,30,142.8667,142.8667,"4,286","4,500"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,15,793.4000,793.4000,"11,901","12,494"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,7,428.7143,428.7143,"3,001","3,150"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,9,752.1111,752.1111,"6,769","7,110"
