產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,7,238.0000,238.0000,"1,666","1,750"
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,143,379.9510,379.9510,"54,333","57,057"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,11,94.0909,94.0909,"1,035","1,089"
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,21,276.0000,276.0000,"5,796","6,090"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,18,209.5556,209.5556,"3,772","3,960"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,10,210.0000,210.0000,"2,100","2,200"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,26,237.9615,237.9615,"6,187","6,500"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,22,428.9091,428.9091,"9,436","9,900"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,6,276.0000,276.0000,"1,656","1,740"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,12,275.9167,275.9167,"3,311","3,480"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,13,114.3077,114.3077,"1,486","1,560"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,43,142.9302,142.9302,"6,146","6,450"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,130,209.6077,209.6077,"27,249","28,589"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,"1,033",142.8780,142.8780,"147,593","154,951"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,45,142.9333,142.9333,"6,432","6,750"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,9,791.0000,791.0000,"7,119","7,475"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,4,428.5000,428.5000,"1,714","1,800"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,9,752.0000,752.0000,"6,768","7,110"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,10,"1,235.7000","1,235.7000","12,357","12,979"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,11,561.9091,561.9091,"6,181","6,490"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.4000,190.4000,"9,520","10,000"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,18,809.6667,809.6667,"14,574","15,300"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,9,238.0000,238.0000,"2,142","2,250"
HUKHC00226,獵人購物袋(淺藍),個,NTD,新台幣,70,84.9857,84.9857,"5,949","6,230"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,3,847.6667,847.6667,"2,543","2,670"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,6,267.0000,267.0000,"1,602","1,680"
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,2,848.0000,848.0000,"1,696","1,780"
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,4,267.0000,267.0000,"1,068","1,120"
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,8,343.0000,343.0000,"2,744","2,880"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,3,266.6667,266.6667,800,840
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,3,429.0000,429.0000,"1,287","1,350"
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,5,428.6000,428.6000,"2,143","2,250"
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,28,371.1071,371.1071,"10,391","10,920"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,5,333.2000,333.2000,"1,666","1,750"
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,34,47.6176,47.6176,"1,619","1,700"
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,15,152.1333,152.1333,"2,282","2,400"
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,23,152.0435,152.0435,"3,497","3,680"
HUKHD01926,風險骰子抱枕-HunterA款,個,NTD,新台幣,2,696.5000,696.5000,"1,393","1,463"
HUKHD03026,潮流全彩T-shirt(制約誓約)-Hunter_L,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,21,171.1905,171.1905,"3,595","3,780"
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,13,267.0000,267.0000,"3,471","3,640"
HUKHD06526,潮流全彩T-shirt(拿酷戮)-Hunter_XL,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,10,143.0000,143.0000,"1,430","1,500"
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,3,209.6667,209.6667,629,660
HUKHD08226,靠邊壓克力立牌-Hunter_A款(奇犽),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,5,285.8000,285.8000,"1,429","1,500"
HUKHD08426,靠邊壓克力立牌-Hunter_C款(彼多),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,2,171.0000,171.0000,342,360
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,2,152.0000,152.0000,304,320
HUKHD09026,鏡面壓克力鑰匙圈-HunterC款(蟻王),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,286,47.6189,47.6189,"13,619","14,300"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,2,571.0000,571.0000,"1,142","1,200"
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,5,304.8000,304.8000,"1,524","1,600"
HUKHD09826,中筒襪-Hunter_A款(小傑),雙,NTD,新台幣,3,181.0000,181.0000,543,570
HUKHD10028,中筒襪-Hunter_C款(酷拉皮卡),雙,NTD,新台幣,3,181.0000,181.0000,543,570
HUKHD10129,中筒襪-Hunter_D款(雷歐力),雙,NTD,新台幣,3,181.0000,181.0000,543,570
HUKHD10226,貪婪之島壓克力吊飾(隨機2入套組),包,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHD10326,貪婪之島壓克力吊飾(隨機5入套組),包,NTD,新台幣,1,570.0000,570.0000,570,599
HUKHE00226,福袋B_小傑,個,NTD,新台幣,1,952.0000,952.0000,952,"1,000"
