產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,29,752.4483,752.4483,"21,821","22,910"
HUKHA00626,三人票,個,NTD,新台幣,6,"2,143.0000","2,143.0000","12,858","13,500"
HUKHA00726,愛心票,個,NTD,新台幣,6,376.1667,376.1667,"2,257","2,370"
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,143,379.9930,379.9930,"54,339","57,057"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,7,94.1429,94.1429,659,693
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,9,276.1111,276.1111,"2,485","2,610"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,11,209.9091,209.9091,"2,309","2,420"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,20,238.0000,238.0000,"4,760","5,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,15,428.8000,428.8000,"6,432","6,750"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,6,275.8333,275.8333,"1,655","1,740"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,1,275.0000,275.0000,275,290
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,8,238.1250,238.1250,"1,905","2,000"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,17,95.0588,95.0588,"1,616","1,700"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,7,112.8571,112.8571,790,828
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,19,143.0000,143.0000,"2,717","2,850"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,150,209.3067,209.3067,"31,396","32,945"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,537,142.8883,142.8883,"76,731","80,550"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,7,143.0000,143.0000,"1,001","1,050"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,10,786.7000,786.7000,"7,867","8,258"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,5,428.8000,428.8000,"2,144","2,250"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,3,752.3333,752.3333,"2,257","2,370"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,9,"1,209.6667","1,209.6667","10,887","11,436"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,10,562.0000,562.0000,"5,620","5,900"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.3200,190.3200,"9,516","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHD00125,名牌壓克力吊飾,個,NTD,新台幣,2,190.0000,190.0000,380,400
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,3,848.0000,848.0000,"2,544","2,670"
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,1,848.0000,848.0000,848,890
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,7,343.0000,343.0000,"2,401","2,520"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,4,429.0000,429.0000,"1,716","1,800"
HUKHD00726,角色手機掛繩 - 比司吉款,個,NTD,新台幣,1,429.0000,429.0000,429,450
