產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,18,752.4444,752.4444,"13,544","14,220"
HUKHA00626,三人票,個,NTD,新台幣,6,"2,143.0000","2,143.0000","12,858","13,500"
HUKHA00726,愛心票,個,NTD,新台幣,3,376.3333,376.3333,"1,129","1,185"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,126,380.0079,380.0079,"47,881","50,274"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,9,94.0000,94.0000,846,891
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,9,276.0000,276.0000,"2,484","2,610"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,16,209.8125,209.8125,"3,357","3,520"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,23,238.0000,238.0000,"5,474","5,750"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,24,428.7083,428.7083,"10,289","10,800"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,5,276.0000,276.0000,"1,380","1,450"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,8,276.0000,276.0000,"2,208","2,320"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,14,237.9286,237.9286,"3,331","3,500"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,24,95.1250,95.1250,"2,283","2,400"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,7,114.1429,114.1429,799,840
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,40,142.9500,142.9500,"5,718","6,000"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,674,142.8976,142.8976,"96,313","101,101"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,35,142.8857,142.8857,"5,001","5,250"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,12,813.9167,813.9167,"9,767","10,252"
HUKHB02825,角色抱枕 (小傑款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,5,428.6000,428.6000,"2,143","2,250"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,5,752.2000,752.2000,"3,761","3,950"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,6,"1,209.5000","1,209.5000","7,257","7,622"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,7,562.1429,562.1429,"3,935","4,130"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.3800,190.3800,"9,519","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,8,238.0000,238.0000,"1,904","2,000"
HUKHC00226,獵人購物袋(淺藍),個,NTD,新台幣,37,85.0000,85.0000,"3,145","3,293"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,4,848.0000,848.0000,"3,392","3,560"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,4,267.0000,267.0000,"1,068","1,120"
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,6,343.0000,343.0000,"2,058","2,160"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,5,267.0000,267.0000,"1,335","1,400"
HUKHD00426,磁吸式手機支架(全6款),個,NTD,新台幣,2,"1,856.0000","1,856.0000","3,712","3,900"
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,4,428.5000,428.5000,"1,714","1,800"
HUKHD00726,角色手機掛繩 - 比司吉款,個,NTD,新台幣,2,428.5000,428.5000,857,900
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,4,333.0000,333.0000,"1,332","1,400"
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,23,47.6087,47.6087,"1,095","1,150"
HUKHD01326,立牌(角色壓克力)-HunterA款(小傑),個,NTD,新台幣,1,209.0000,209.0000,209,220
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,21,152.0952,152.0952,"3,194","3,360"
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,20,152.1500,152.1500,"3,043","3,200"
HUKHD02926,潮流全彩T-shirt(制約誓約)-Hunter_M,個,NTD,新台幣,1,741.0000,741.0000,741,780
HUKHD03026,潮流全彩T-shirt(制約誓約)-Hunter_L,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD03726,拉霸吊飾鑰匙圈-HunterA款(小傑),個,NTD,新台幣,1,400.0000,400.0000,400,420
HUKHD04026,垂墜式壓克力鑰匙圈-HunterC款(庫洛洛+西索),個,NTD,新台幣,3,171.0000,171.0000,513,540
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,25,171.1600,171.1600,"4,279","4,500"
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,3,"1,715.0000","1,715.0000","5,145","5,401"
HUKHD05726,潮流T-shirt(西索IMAGE)-Hunter_M,個,NTD,新台幣,2,571.0000,571.0000,"1,142","1,200"
HUKHD05826,潮流T-shirt(西索IMAGE)-Hunter_L,個,NTD,新台幣,3,571.3333,571.3333,"1,714","1,800"
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,5,143.0000,143.0000,715,750
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,7,210.0000,210.0000,"1,470","1,540"
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,4,210.0000,210.0000,840,880
HUKHD08226,靠邊壓克力立牌-Hunter_A款(奇犽),個,NTD,新台幣,2,285.5000,285.5000,571,600
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,2,286.0000,286.0000,572,600
HUKHD08426,靠邊壓克力立牌-Hunter_C款(彼多),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,2,171.0000,171.0000,342,360
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,1,152.0000,152.0000,152,160
HUKHD09026,鏡面壓克力鑰匙圈-HunterC款(蟻王),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,188,47.6170,47.6170,"8,952","9,400"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,2,571.5000,571.5000,"1,143","1,200"
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,6,304.8333,304.8333,"1,829","1,920"
HUKHD09826,中筒襪-Hunter_A款(小傑),雙,NTD,新台幣,3,181.0000,181.0000,543,570
HUKHD10028,中筒襪-Hunter_C款(酷拉皮卡),雙,NTD,新台幣,4,181.0000,181.0000,724,760
HUKHD10129,中筒襪-Hunter_D款(雷歐力),雙,NTD,新台幣,3,181.0000,181.0000,543,570
HUKHE00126,福袋A_集卡冊,個,NTD,新台幣,3,952.3333,952.3333,"2,857","3,000"
HUKHE00226,福袋B_小傑,個,NTD,新台幣,4,952.2500,952.2500,"3,809","4,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,12,142.8333,142.8333,"1,714","1,800"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,54,142.8519,142.8519,"7,714","8,100"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,677,47.6204,47.6204,"32,239","33,850"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,81,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,40,0.0000,0.0000,0,0
