產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,19,752.4211,752.4211,"14,296","15,010"
HUKHA00626,三人票,個,NTD,新台幣,6,"2,143.0000","2,143.0000","12,858","13,500"
HUKHA00726,愛心票,個,NTD,新台幣,2,376.0000,376.0000,752,790
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,85,379.9412,379.9412,"32,295","33,915"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,7,94.1429,94.1429,659,693
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,14,276.0000,276.0000,"3,864","4,060"
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,6,209.8333,209.8333,"1,259","1,320"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,11,238.0000,238.0000,"2,618","2,750"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,2,276.0000,276.0000,552,580
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,2,276.0000,276.0000,552,580
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,39,95.1026,95.1026,"3,709","3,900"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,1,109.0000,109.0000,109,114
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,21,142.9048,142.9048,"3,001","3,150"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,324,142.9198,142.9198,"46,306","48,600"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,8,142.8750,142.8750,"1,143","1,200"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,2,797.0000,797.0000,"1,594","1,673"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,2,752.0000,752.0000,"1,504","1,580"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,2,"1,236.5000","1,236.5000","2,473","2,596"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,5,562.0000,562.0000,"2,810","2,950"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.3800,190.3800,"9,519","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHC00326,獵人購物袋(深藍),個,NTD,新台幣,24,85.0000,85.0000,"2,040","2,136"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,2,847.5000,847.5000,"1,695","1,780"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,2,267.0000,267.0000,534,560
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,2,847.5000,847.5000,"1,695","1,780"
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,7,343.0000,343.0000,"2,401","2,520"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,3,266.6667,266.6667,800,840
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,9,142.8889,142.8889,"1,286","1,350"
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,21,47.6190,47.6190,"1,000","1,050"
HUKHD02726,壓克力燈座-HunterA款(奇犽),個,NTD,新台幣,1,619.0000,619.0000,619,650
HUKHD04726,B6筆記本-HunterA款,個,NTD,新台幣,1,190.0000,190.0000,190,200
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,1,"1,715.0000","1,715.0000","1,715","1,800"
HUKHD06226,潮流全彩T-shirt(拿酷戮)-Hunter_S,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD06526,潮流全彩T-shirt(拿酷戮)-Hunter_XL,個,NTD,新台幣,1,743.0000,743.0000,743,780
