產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,12,752.4167,752.4167,"9,029","9,480"
HUKHA00626,三人票,個,NTD,新台幣,2,"2,143.0000","2,143.0000","4,286","4,500"
HUKHA00726,愛心票,個,NTD,新台幣,3,376.3333,376.3333,"1,129","1,185"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,6,238.0000,238.0000,"1,428","1,500"
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,166,379.9819,379.9819,"63,077","66,234"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,6,94.0000,94.0000,564,594
HUKHB00425,風險骰子,個,NTD,新台幣,188,457.0160,457.0160,"85,919","90,240"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,4,333.2500,333.2500,"1,333","1,400"
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,209.8000,209.8000,"1,049","1,100"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,36,238.0000,238.0000,"8,568","9,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,19,428.8947,428.8947,"8,149","8,550"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,7,275.8571,275.8571,"1,931","2,030"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,7,275.8571,275.8571,"1,931","2,030"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,18,114.3333,114.3333,"2,058","2,160"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,46,142.9348,142.9348,"6,575","6,900"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,116,209.7241,209.7241,"24,328","25,520"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,729,142.8848,142.8848,"104,163","109,350"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,17,142.8235,142.8235,"2,428","2,550"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,6,780.0000,780.0000,"4,680","4,912"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,4,428.5000,428.5000,"1,714","1,800"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,13,752.1538,752.1538,"9,778","10,270"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,7,"1,224.5714","1,224.5714","8,572","9,004"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,7,561.8571,561.8571,"3,933","4,130"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,18,809.7222,809.7222,"14,575","15,300"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHC00126,素面不織布環保袋(黑),個,NTD,新台幣,60,46.9833,46.9833,"2,819","2,940"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,5,266.8000,266.8000,"1,334","1,400"
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,7,343.0000,343.0000,"2,401","2,520"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,2,267.0000,267.0000,534,560
HUKHD00426,磁吸式手機支架(全6款),個,NTD,新台幣,1,"1,857.0000","1,857.0000","1,857","1,950"
HUKHD00526,角色手機掛繩 - 小傑款,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,21,371.1429,371.1429,"7,794","8,190"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,3,333.0000,333.0000,999,"1,050"
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,38,47.6316,47.6316,"1,810","1,900"
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,17,152.0588,152.0588,"2,585","2,720"
HUKHD02526,人物造型壓克力立牌-HunterC款(蟻王),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD03926,垂墜式壓克力鑰匙圈-HunterB款(酷拉皮卡+雷歐力),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,6,267.0000,267.0000,"1,602","1,680"
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,5,143.0000,143.0000,715,750
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08126,角色壓克力立牌-Hunter_I款(團長),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08226,靠邊壓克力立牌-Hunter_A款(奇犽),個,NTD,新台幣,3,286.0000,286.0000,858,900
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,2,286.0000,286.0000,572,600
HUKHD08426,靠邊壓克力立牌-Hunter_C款(彼多),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,7,152.0000,152.0000,"1,064","1,120"
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,169,47.6213,47.6213,"8,048","8,450"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,2,571.0000,571.0000,"1,142","1,200"
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,1,305.0000,305.0000,305,320
HUKHD10226,貪婪之島壓克力吊飾(隨機2入套組),包,NTD,新台幣,4,238.0000,238.0000,952,"1,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,15,142.8667,142.8667,"2,143","2,250"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,29,142.8621,142.8621,"4,143","4,350"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,555,47.6162,47.6162,"26,427","27,750"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,162,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,67,0.0000,0.0000,0,0
