產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,54,752.4259,752.4259,"40,631","42,660"
HUKHA00626,三人票,個,NTD,新台幣,7,"2,143.0000","2,143.0000","15,001","15,750"
HUKHA00726,愛心票,個,NTD,新台幣,8,376.2500,376.2500,"3,010","3,160"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,279,380.0036,380.0036,"106,021","111,321"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,6,94.0000,94.0000,564,594
HUKHB00425,風險骰子,個,NTD,新台幣,169,457.0296,457.0296,"77,238","81,120"
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,24,276.0000,276.0000,"6,624","6,960"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,19,209.9474,209.9474,"3,989","4,180"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,11,210.0000,210.0000,"2,310","2,420"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,28,237.9286,237.9286,"6,662","7,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,20,428.8500,428.8500,"8,577","9,000"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,7,276.0000,276.0000,"1,932","2,030"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,11,275.8182,275.8182,"3,034","3,190"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,7,238.0000,238.0000,"1,666","1,750"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,51,95.0980,95.0980,"4,850","5,100"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,4,114.0000,114.0000,456,480
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,61,142.7869,142.7869,"8,710","9,143"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,148,209.7162,209.7162,"31,038","32,560"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,387,142.9173,142.9173,"55,309","58,051"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,34,142.9412,142.9412,"4,860","5,100"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,12,797.0000,797.0000,"9,564","10,039"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,6,428.6667,428.6667,"2,572","2,700"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,4,752.0000,752.0000,"3,008","3,160"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,12,"1,236.0000","1,236.0000","14,832","15,574"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,10,562.1000,562.1000,"5,621","5,900"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.2800,190.2800,"9,514","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHD00125,名牌壓克力吊飾,個,NTD,新台幣,3,190.3333,190.3333,571,600
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,1,848.0000,848.0000,848,890
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,4,267.0000,267.0000,"1,068","1,120"
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267.0000,267.0000,267,280
