產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,28,752.4286,752.4286,21068,22120
HUKHA00626,三人票,個,NTD,新台幣,13,2143,2143,27859,29250
HUKHA00726,愛心票,個,NTD,新台幣,4,376,376,1504,1580
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,1,238,238,238,250
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,43,379.5116,379.5116,16319,17137
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,3,94,94,282,297
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,4,276,276,1104,1160
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,1,210,210,210,220
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,4,210,210,840,880
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,6,209.8333,209.8333,1259,1320
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,8,238,238,1904,2000
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,5,428.8,428.8,2144,2250
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,3,276,276,828,870
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,3,276,276,828,870
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,3,238,238,714,750
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,6,95,95,570,600
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,3,114,114,342,360
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,21,143,143,3003,3150
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,37,208.8108,208.8108,7726,8107
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,289,142.8858,142.8858,41294,43343
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,12,143,143,1716,1800
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,1,846,846,846,890
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,1,752,752,752,790
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,1,1314,1314,1314,1380
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,2,561.5,561.5,1123,1180
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.36,190.36,9518,10000
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,11,809.5455,809.5455,8905,9350
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,1,847,847,847,890
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267,267,267,280
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,1,343,343,343,360
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,1,267,267,267,280
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,2,429,429,858,900
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,1,428,428,428,450
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,8,371.125,371.125,2969,3120
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,2,333,333,666,700
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,13,47.6154,47.6154,619,650
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,3,152,152,456,480
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,3,152,152,456,480
HUKHD03326,潮流全彩T-shirt(制約誓約)-Hunter_3XL,個,NTD,新台幣,1,744,744,744,780
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,8,171,171,1368,1440
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,1,267,267,267,280
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,2,1715,1715,3430,3600
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,1,143,143,143,150
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,1,143,143,143,150
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,1,210,210,210,220
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,47,47.617,47.617,2238,2350
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,3,304.6667,304.6667,914,960
HUKHD10028,中筒襪-Hunter_C款(酷拉皮卡),雙,NTD,新台幣,2,181,181,362,380
HUKHD10226,貪婪之島壓克力吊飾(隨機2入套組),包,NTD,新台幣,2,238.5,238.5,477,500
HUKHD10326,貪婪之島壓克力吊飾(隨機5入套組),包,NTD,新台幣,2,570,570,1140,1198
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,3,143,143,429,450
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,4,142.75,142.75,571,600
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,210,47.619,47.619,10000,10500
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,40,0,0,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,7,0,0,0,0
