產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,41,379.9756,379.9756,"15,579","16,359"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,3,94.3333,94.3333,283,297
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,7,276.0000,276.0000,"1,932","2,030"
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,11,209.8182,209.8182,"2,308","2,420"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,13,237.9231,237.9231,"3,093","3,250"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,5,429.0000,429.0000,"2,145","2,250"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,1,276.0000,276.0000,276,290
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,4,276.0000,276.0000,"1,104","1,160"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,19,95.1053,95.1053,"1,807","1,900"
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,22,142.9091,142.9091,"3,144","3,300"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,228,142.8860,142.8860,"32,578","34,200"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,19,142.9474,142.9474,"2,716","2,850"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,2,847.5000,847.5000,"1,695","1,780"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,7,751.8571,751.8571,"5,263","5,530"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,3,"1,314.0000","1,314.0000","3,942","4,140"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,2,562.0000,562.0000,"1,124","1,180"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.3400,190.3400,"9,517","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,6,238.0000,238.0000,"1,428","1,500"
HUKHC00226,獵人購物袋(淺藍),個,NTD,新台幣,16,85.0000,85.0000,"1,360","1,424"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,2,847.5000,847.5000,"1,695","1,780"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,1,266.0000,266.0000,266,280
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,3,847.6667,847.6667,"2,543","2,670"
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,7,343.0000,343.0000,"2,401","2,520"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,2,428.5000,428.5000,857,900
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,19,47.6316,47.6316,905,950
HUKHD03926,垂墜式壓克力鑰匙圈-HunterB款(酷拉皮卡+雷歐力),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD04726,B6筆記本-HunterA款,個,NTD,新台幣,2,190.0000,190.0000,380,400
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD07626,角色壓克力立牌-Hunter_D款(小傑2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD08126,角色壓克力立牌-Hunter_I款(團長),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD08426,靠邊壓克力立牌-Hunter_C款(彼多),個,NTD,新台幣,1,285.0000,285.0000,285,300
HUKHD08826,鏡面壓克力鑰匙圈-HunterA款(小傑),個,NTD,新台幣,1,172.0000,172.0000,172,180
HUKHD09026,鏡面壓克力鑰匙圈-HunterC款(蟻王),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD09126,鏡面壓克力鑰匙圈-HunterD款(彼多),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,39,47.6154,47.6154,"1,857","1,950"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,1,571.0000,571.0000,571,600
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,2,305.0000,305.0000,610,640
HUKHE00126,福袋A_集卡冊,個,NTD,新台幣,4,952.0000,952.0000,"3,808","4,000"
HUKHE00226,福袋B_小傑,個,NTD,新台幣,1,952.0000,952.0000,952,"1,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,4,142.7500,142.7500,571,600
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,20,142.8500,142.8500,"2,857","3,000"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,297,47.6195,47.6195,"14,143","14,850"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,37,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,16,0.0000,0.0000,0,0
