產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,19,752.3158,752.3158,"14,294","15,010"
HUKHA00626,三人票,個,NTD,新台幣,7,"2,143.0000","2,143.0000","15,001","15,750"
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,39,380.0000,380.0000,"14,820","15,561"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,5,94.0000,94.0000,470,495
HUKHB00425,風險骰子,個,NTD,新台幣,42,457.0476,457.0476,"19,196","20,160"
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,4,276.0000,276.0000,"1,104","1,160"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,332.0000,332.0000,332,350
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,7,209.7143,209.7143,"1,468","1,540"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,209.8000,209.8000,"1,049","1,100"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,11,238.0000,238.0000,"2,618","2,750"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,7,428.5714,428.5714,"3,000","3,150"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,3,276.0000,276.0000,828,870
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,11,276.0000,276.0000,"3,036","3,190"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,2,114.0000,114.0000,228,240
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,17,142.9412,142.9412,"2,430","2,550"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,60,209.6333,209.6333,"12,578","13,200"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,208,142.9135,142.9135,"29,726","31,200"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,13,142.7692,142.7692,"1,856","1,950"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,2,797.0000,797.0000,"1,594","1,673"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,2,428.5000,428.5000,857,900
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,6,752.0000,752.0000,"4,512","4,740"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,1,"1,158.0000","1,158.0000","1,158","1,216"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,5,561.8000,561.8000,"2,809","2,950"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,10,809.3000,809.3000,"8,093","8,500"
HUKHC00126,素面不織布環保袋(黑),個,NTD,新台幣,16,47.0000,47.0000,752,784
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,3,266.6667,266.6667,800,840
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,2,267.0000,267.0000,534,560
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,4,343.0000,343.0000,"1,372","1,440"
HUKHD00526,角色手機掛繩 - 小傑款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,4,429.2500,429.2500,"1,717","1,800"
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,8,371.2500,371.2500,"2,970","3,120"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,3,333.0000,333.0000,999,"1,050"
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,19,47.6316,47.6316,905,950
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,7,152.1429,152.1429,"1,065","1,120"
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,10,152.1000,152.1000,"1,521","1,600"
HUKHD03926,垂墜式壓克力鑰匙圈-HunterB款(酷拉皮卡+雷歐力),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD04526,金屬造型徽章-HunterA款(獵人執照),個,NTD,新台幣,12,171.0000,171.0000,"2,052","2,160"
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,1,"1,714.0000","1,714.0000","1,714","1,800"
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD07626,角色壓克力立牌-Hunter_D款(小傑2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,2,209.5000,209.5000,419,440
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,2,286.0000,286.0000,572,600
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,1,152.0000,152.0000,152,160
HUKHD09026,鏡面壓克力鑰匙圈-HunterC款(蟻王),個,NTD,新台幣,1,171.0000,171.0000,171,180
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,79,47.6203,47.6203,"3,762","3,950"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,1,571.0000,571.0000,571,600
HUKHD10326,貪婪之島壓克力吊飾(隨機5入套組),包,NTD,新台幣,1,570.0000,570.0000,570,599
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,7,142.8571,142.8571,"1,000","1,050"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,4,142.7500,142.7500,571,600
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,218,47.6193,47.6193,"10,381","10,900"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,62,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,28,0.0000,0.0000,0,0
