產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,20,752.3000,752.3000,"15,046","15,800"
HUKHA00626,三人票,個,NTD,新台幣,8,"2,143.0000","2,143.0000","17,144","18,000"
HUKHA00726,愛心票,個,NTD,新台幣,4,376.2500,376.2500,"1,505","1,580"
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,63,379.6190,379.6190,"23,916","25,117"
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,4,94.0000,94.0000,376,396
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,10,276.0000,276.0000,"2,760","2,900"
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,9,210.0000,210.0000,"1,890","1,980"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,15,237.9333,237.9333,"3,569","3,750"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,2,428.5000,428.5000,857,900
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,4,276.0000,276.0000,"1,104","1,160"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,4,276.2500,276.2500,"1,105","1,160"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,9,95.0000,95.0000,855,900
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,1,114.0000,114.0000,114,120
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,19,142.2105,142.2105,"2,702","2,836"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,45,209.7111,209.7111,"9,437","9,900"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,305,142.9148,142.9148,"43,589","45,750"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,10,143.0000,143.0000,"1,430","1,500"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,1,746.0000,746.0000,746,783
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,3,428.3333,428.3333,"1,285","1,350"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,2,752.0000,752.0000,"1,504","1,580"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,1,"1,157.0000","1,157.0000","1,157","1,216"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,1,562.0000,562.0000,562,590
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.1200,190.1200,"9,506","9,990"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,1,238.0000,238.0000,238,250
HUKHD00125,名牌壓克力吊飾,個,NTD,新台幣,2,190.0000,190.0000,380,400
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,1,847.0000,847.0000,847,890
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,1,847.0000,847.0000,847,890
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,2,342.0000,342.0000,684,720
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,10,371.2000,371.2000,"3,712","3,900"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,2,333.5000,333.5000,667,700
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,9,47.6667,47.6667,429,450
HUKHD02226,鎖鏈之鑰匙圈-HunterA款,個,NTD,新台幣,6,428.8333,428.8333,"2,573","2,700"
HUKHD02726,壓克力燈座-HunterA款(奇犽),個,NTD,新台幣,3,619.0000,619.0000,"1,857","1,950"
HUKHD02926,潮流全彩T-shirt(制約誓約)-Hunter_M,個,NTD,新台幣,1,742.0000,742.0000,742,780
HUKHD03626,壓克力鑰匙圈-HunterA款(小傑),個,NTD,新台幣,1,129.0000,129.0000,129,135
HUKHD04126,燙銀T-shirt(奇犽)-Hunter_M,個,NTD,新台幣,2,619.0000,619.0000,"1,238","1,300"
HUKHD04326,燙銀T-shirt(奇犽)-Hunter_XL,個,NTD,新台幣,1,620.0000,620.0000,620,650
HUKHD04426,燙銀T-shirt(奇犽)-Hunter_2XL,個,NTD,新台幣,1,619.0000,619.0000,619,650
HUKHD05126,木棉花福袋-A款,個,NTD,新台幣,1,"1,713.0000","1,713.0000","1,713","1,800"
HUKHD07126,金屬造型證件套-HunterA款(獵人協會),個,NTD,新台幣,6,305.0000,305.0000,"1,830","1,920"
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,1,209.0000,209.0000,209,220
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD09226,盲抽透明書籤-HunterA款(念能力)(全16款),個,NTD,新台幣,10,76.0000,76.0000,760,800
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,110,47.6182,47.6182,"5,238","5,500"
HUKHD09526,盲抽炫彩大胸章-HunterA款(綜)(全13款),個,NTD,新台幣,12,114.0000,114.0000,"1,368","1,440"
HUKHD09626,造型隨身收納袋-Hunter_A款(獵人執照),個,NTD,新台幣,1,571.0000,571.0000,571,600
HUKHD09726,盲抽壓克力色紙(18x18CM)-Hunter_A款(綜)(全8款),個,NTD,新台幣,1,305.0000,305.0000,305,320
HUKHE00126,福袋A_集卡冊,個,NTD,新台幣,2,953.0000,953.0000,"1,906","2,000"
