產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,17,752.2941,752.2941,"12,789","13,430"
HUKHA00626,三人票,個,NTD,新台幣,18,"2,143.0000","2,143.0000","38,574","40,500"
HUKHA00726,愛心票,個,NTD,新台幣,2,376.0000,376.0000,752,790
HUKHB00125,卡片徽章組（3個一組）,個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,288,379.9826,379.9826,"109,435","114,912"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,6,143.0000,143.0000,858,900
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,7,94.1429,94.1429,659,693
HUKHB00425,風險骰子,個,NTD,新台幣,182,456.8132,456.8132,"83,140","87,313"
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,21,276.0952,276.0952,"5,798","6,090"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,8,210.0000,210.0000,"1,680","1,760"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,31,238.0000,238.0000,"7,378","7,750"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,30,428.8667,428.8667,"12,866","13,500"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,10,275.9000,275.9000,"2,759","2,900"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,12,276.0000,276.0000,"3,312","3,480"
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,26,238.0769,238.0769,"6,190","6,500"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,35,95.1143,95.1143,"3,329","3,500"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,6,114.0000,114.0000,684,720
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,45,142.9778,142.9778,"6,434","6,750"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,144,209.7153,209.7153,"30,199","31,680"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,473,142.9049,142.9049,"67,594","70,951"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,35,142.8857,142.8857,"5,001","5,250"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,15,786.6000,786.6000,"11,799","12,387"
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,5,428.8000,428.8000,"2,144","2,250"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,9,752.3333,752.3333,"6,771","7,110"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,14,"1,213.4286","1,213.4286","16,988","17,841"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,20,561.9000,561.9000,"11,238","11,800"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.1800,190.1800,"9,509","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,12,238.0000,238.0000,"2,856","3,000"
HUKHD00125,名牌壓克力吊飾,個,NTD,新台幣,6,190.0000,190.0000,"1,140","1,200"
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,3,847.6667,847.6667,"2,543","2,670"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,2,267.0000,267.0000,534,560
HUKHD00226,HunterxHunter T-shirt - 2XL款,個,NTD,新台幣,4,847.5000,847.5000,"3,390","3,560"
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,6,267.0000,267.0000,"1,602","1,680"
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,11,343.0000,343.0000,"3,773","3,960"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,4,267.0000,267.0000,"1,068","1,120"
HUKHD00526,角色手機掛繩 - 小傑款,個,NTD,新台幣,1,428.0000,428.0000,428,450
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,3,429.0000,429.0000,"1,287","1,350"
HUKHD00726,角色手機掛繩 - 比司吉款,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,36,370.6667,370.6667,"13,344","14,022"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,8,333.1250,333.1250,"2,665","2,800"
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,4,142.7500,142.7500,571,600
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,37,47.6216,47.6216,"1,762","1,850"
HUKHD01426,嘟嘟馬克杯(350ml)-HunterB款(綜),個,NTD,新台幣,2,343.0000,343.0000,686,720
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,5,152.0000,152.0000,760,800
HUKHD02226,鎖鏈之鑰匙圈-HunterA款,個,NTD,新台幣,10,428.9000,428.9000,"4,289","4,500"
HUKHD02726,壓克力燈座-HunterA款(奇犽),個,NTD,新台幣,6,619.0000,619.0000,"3,714","3,900"
HUKHD02826,潮流全彩T-shirt(制約誓約)-Hunter_S,個,NTD,新台幣,1,744.0000,744.0000,744,780
HUKHD03626,壓克力鑰匙圈-HunterA款(小傑),個,NTD,新台幣,1,129.0000,129.0000,129,135
HUKHD03726,拉霸吊飾鑰匙圈-HunterA款(小傑),個,NTD,新台幣,1,400.0000,400.0000,400,420
HUKHD04026,垂墜式壓克力鑰匙圈-HunterC款(庫洛洛+西索),個,NTD,新台幣,4,171.0000,171.0000,684,720
HUKHD04226,燙銀T-shirt(奇犽)-Hunter_L,個,NTD,新台幣,2,618.5000,618.5000,"1,237","1,300"
HUKHD04326,燙銀T-shirt(奇犽)-Hunter_XL,個,NTD,新台幣,2,619.0000,619.0000,"1,238","1,300"
HUKHD04426,燙銀T-shirt(奇犽)-Hunter_2XL,個,NTD,新台幣,2,618.5000,618.5000,"1,237","1,300"
HUKHD04626,金屬造型徽章-HunterB款(二級執照),個,NTD,新台幣,4,171.0000,171.0000,684,720
HUKHD04726,B6筆記本-HunterA款,個,NTD,新台幣,11,190.2727,190.2727,"2,093","2,200"
HUKHD05026,銀箔書籤(4入)-HunterB款(綜),個,NTD,新台幣,6,114.0000,114.0000,684,720
HUKHD05726,潮流T-shirt(西索IMAGE)-Hunter_M,個,NTD,新台幣,3,571.3333,571.3333,"1,714","1,800"
HUKHD06026,潮流T-shirt(西索IMAGE)-Hunter_2XL,個,NTD,新台幣,1,571.0000,571.0000,571,600
HUKHD06426,潮流全彩T-shirt(拿酷戮)-Hunter_L,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD06626,潮流全彩T-shirt(拿酷戮)-Hunter_2XL,個,NTD,新台幣,1,743.0000,743.0000,743,780
HUKHD07226,多功能三角巾-HunterA款(飛坦),個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD07426,透明小海報(2入)-Hunter_B款(酷+雷),個,NTD,新台幣,2,143.0000,143.0000,286,300
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,8,143.0000,143.0000,"1,144","1,200"
HUKHD07626,角色壓克力立牌-Hunter_D款(小傑2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHD08126,角色壓克力立牌-Hunter_I款(團長),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08226,靠邊壓克力立牌-Hunter_A款(奇犽),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD08526,電競級滑鼠墊-Hunter_E款(小傑),個,NTD,新台幣,2,171.0000,171.0000,342,360
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,169,47.6213,47.6213,"8,048","8,450"
HUKHD09526,盲抽炫彩大胸章-HunterA款(綜)(全13款),個,NTD,新台幣,17,114.1176,114.1176,"1,940","2,040"
HUKHE00126,福袋A_集卡冊,個,NTD,新台幣,7,952.1429,952.1429,"6,665","7,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,21,142.8571,142.8571,"3,000","3,150"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,20,142.8500,142.8500,"2,857","3,000"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,177,0.0000,0.0000,0,0
HUKHI00626,獵人大提袋,個,NTD,新台幣,137,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,80,0.0000,0.0000,0,0
