產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,19,752.1579,752.1579,"14,291","15,010"
HUKHA00626,三人票,個,NTD,新台幣,6,"2,143.0000","2,143.0000","12,858","13,500"
HUKHA00726,愛心票,個,NTD,新台幣,10,376.2000,376.2000,"3,762","3,950"
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,43,379.5814,379.5814,"16,322","17,137"
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,5,94.0000,94.0000,470,495
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,6,276.0000,276.0000,"1,656","1,740"
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,9,209.8889,209.8889,"1,889","1,980"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,5,210.0000,210.0000,"1,050","1,100"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,6,238.0000,238.0000,"1,428","1,500"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,5,428.6000,428.6000,"2,143","2,250"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,3,276.0000,276.0000,828,870
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,15,95.1333,95.1333,"1,427","1,500"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,5,114.2000,114.2000,571,600
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,15,143.0000,143.0000,"2,145","2,250"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,72,207.5278,207.5278,"14,942","15,686"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,255,142.9059,142.9059,"36,441","38,250"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,7,143.0000,143.0000,"1,001","1,050"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,1,746.0000,746.0000,746,783
HUKHB02925,角色抱枕 (奇犽款）,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,7,752.2857,752.2857,"5,266","5,530"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,1,"1,158.0000","1,158.0000","1,158","1,216"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,3,562.0000,562.0000,"1,686","1,770"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.2000,190.2000,"9,510","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,2,238.0000,238.0000,476,500
HUKHD00126,HunterxHunter T-shirt - L款,個,NTD,新台幣,1,847.0000,847.0000,847,890
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,1,343.0000,343.0000,343,360
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,4,267.0000,267.0000,"1,068","1,120"
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,1,428.0000,428.0000,428,450
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,10,47.6000,47.6000,476,500
HUKHD01626,大壓克力鑰匙圈-HunterB款(大天使的氣息),個,NTD,新台幣,5,152.0000,152.0000,760,800
HUKHD02626,人物造型壓克力立牌-HunterD款(彼多),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD03726,拉霸吊飾鑰匙圈-HunterA款(小傑),個,NTD,新台幣,2,399.5000,399.5000,799,840
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHD07726,角色壓克力立牌-Hunter_E款(奇犽2),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08126,角色壓克力立牌-Hunter_I款(團長),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,1,285.0000,285.0000,285,300
HUKHD08426,靠邊壓克力立牌-Hunter_C款(彼多),個,NTD,新台幣,1,286.0000,286.0000,286,300
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,63,47.6190,47.6190,"3,000","3,150"
HUKHE00226,福袋B_小傑,個,NTD,新台幣,1,950.0000,950.0000,950,"1,000"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,9,142.8889,142.8889,"1,286","1,350"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,178,47.6180,47.6180,"8,476","8,900"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,35,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,9,0.0000,0.0000,0,0
