產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,36,746.8611,746.8611,"26,887","28,230"
HUKHA00626,三人票,個,NTD,新台幣,8,"2,143.1250","2,143.1250","17,145","18,000"
HUKHA00726,愛心票,個,NTD,新台幣,2,376.0000,376.0000,752,790
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,69,379.9565,379.9565,"26,217","27,531"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,3,143.0000,143.0000,429,450
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,1,94.0000,94.0000,94,99
HUKHB00425,風險骰子,個,NTD,新台幣,57,457.0351,457.0351,"26,051","27,360"
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,16,238.0000,238.0000,"3,808","4,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,11,429.0000,429.0000,"4,719","4,950"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,2,276.0000,276.0000,552,580
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,5,276.0000,276.0000,"1,380","1,450"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,7,114.1429,114.1429,799,840
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,24,142.9583,142.9583,"3,431","3,600"
HUKHB02425,卡片鑰匙圈（30款隨機出貨）,個,NTD,新台幣,22,209.8182,209.8182,"4,616","4,840"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,308,142.8831,142.8831,"44,008","46,200"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,21,142.9048,142.9048,"3,001","3,150"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,6,796.3333,796.3333,"4,778","5,019"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,5,752.0000,752.0000,"3,760","3,950"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,3,"1,157.0000","1,157.0000","3,471","3,648"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,7,561.8571,561.8571,"3,933","4,130"
HUKHB03425,貪婪之島集卡冊組合包,組,NTD,新台幣,6,809.8333,809.8333,"4,859","5,100"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHC00126,素面不織布環保袋(黑),個,NTD,新台幣,26,47.0000,47.0000,"1,222","1,274"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,3,267.0000,267.0000,801,840
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,2,343.0000,343.0000,686,720
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,1,429.0000,429.0000,429,450
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,1,428.0000,428.0000,428,450
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,5,371.0000,371.0000,"1,855","1,950"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,10,47.6000,47.6000,476,500
HUKHD01526,大壓克力鑰匙圈-HunterA款(獵人執照),個,NTD,新台幣,13,152.1538,152.1538,"1,978","2,080"
HUKHD04826,立體杯墊-HunterA款(蜘蛛),個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD07326,透明小海報(2入)-Hunter_A款(傑+奇),個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHD07526,透明小海報(2入)-Hunter_C款(西+團),個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHD07826,角色壓克力立牌-Hunter_F款(酷拉皮卡),個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHD08026,角色壓克力立牌-Hunter_H款(西索2),個,NTD,新台幣,2,210.0000,210.0000,420,440
HUKHD08326,靠邊壓克力立牌-Hunter_B款(西索),個,NTD,新台幣,2,285.5000,285.5000,571,600
HUKHD08626,大壓克力鑰匙圈-HunterC款(綜),個,NTD,新台幣,3,152.0000,152.0000,456,480
HUKHD09426,抽卡機(普泰),個,NTD,新台幣,30,47.6333,47.6333,"1,429","1,500"
HUKHF00125,場景立牌(扭蛋),個,NTD,新台幣,13,142.8462,142.8462,"1,857","1,950"
HUKHF00225,卡片立牌(扭蛋),個,NTD,新台幣,8,142.8750,142.8750,"1,143","1,200"
HUKHF00325,獵人抽卡機(新),個,NTD,新台幣,285,47.6175,47.6175,"13,571","14,250"
HUKHI00526,貪婪之島貼紙(12款 隨機出貨）,個,NTD,新台幣,60,0.0000,0.0000,0,0
HUKHI00726,A3 PET海報,個,NTD,新台幣,33,0.0000,0.0000,0,0
