產品代號,產品,單位名稱,幣別,幣別名稱,數量,外幣單價,本幣單價,外幣未稅金額,本幣含稅金額
HUKHA00526,單人票,個,NTD,新台幣,32,752.3750,752.3750,"24,076","25,280"
HUKHA00626,三人票,個,NTD,新台幣,9,"2,143.0000","2,143.0000","19,287","20,250"
HUKHA00726,愛心票,個,NTD,新台幣,6,376.1667,376.1667,"2,257","2,370"
HUKHB00126,獵人執照一卡通,個,NTD,新台幣,133,379.9850,379.9850,"50,538","53,067"
HUKHB00225,生命之音刺繡徽章,個,NTD,新台幣,4,143.0000,143.0000,572,600
HUKHB00325,獵人貼紙組（6入一組）,個,NTD,新台幣,9,94.0000,94.0000,846,891
HUKHB00525,獵人執照USB隨身碟(32G),個,NTD,新台幣,5,276.0000,276.0000,"1,380","1,450"
HUKHB00625,壓克力場景組 A款（一坪海岸線）,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHB00725,壓克力場景組 B款（統治者的祝福）,個,NTD,新台幣,1,333.0000,333.0000,333,350
HUKHB00825,角色壓克力立牌 (小傑款）,個,NTD,新台幣,3,210.0000,210.0000,630,660
HUKHB00925,角色壓克力立牌 (奇犽款）,個,NTD,新台幣,8,209.8750,209.8750,"1,679","1,760"
HUKHB01025,角色壓克力立牌 (西索款）,個,NTD,新台幣,6,210.0000,210.0000,"1,260","1,320"
HUKHB01125,角色壓克力立牌 (比司吉款）,個,NTD,新台幣,1,210.0000,210.0000,210,220
HUKHB01225,一坪海岸線光柵卡,個,NTD,新台幣,16,238.0000,238.0000,"3,808","4,000"
HUKHB01325,藍色行星金屬紀念卡,個,NTD,新台幣,3,428.6667,428.6667,"1,286","1,350"
HUKHB01425,壓克力徽章組 A款（遊戲入口）,個,NTD,新台幣,4,276.0000,276.0000,"1,104","1,160"
HUKHB01725,壓克力徽章組 B款（一坪海岸線）,個,NTD,新台幣,3,276.0000,276.0000,828,870
HUKHB02025,壓克力卡磚 (3款隨機出貨),個,NTD,新台幣,6,238.0000,238.0000,"1,428","1,500"
HUKHB02125,Q版壓克力飯友（10款隨機出貨）,個,NTD,新台幣,18,95.1111,95.1111,"1,712","1,800"
HUKHB02225,雙閃徽章（6款隨機出貨）,個,NTD,新台幣,2,111.5000,111.5000,223,234
HUKHB02325,光柵徽章（6款隨機出貨）,個,NTD,新台幣,42,142.8095,142.8095,"5,998","6,293"
HUKHB02525,貪婪之島卡片包（5張一包，隨機出貨）,個,NTD,新台幣,460,142.9000,142.9000,"65,734","69,000"
HUKHB02625,光柵鐳射票（6款隨機出貨）,個,NTD,新台幣,23,142.9565,142.9565,"3,288","3,450"
HUKHB02725,項鏈(聖騎士的首飾),個,NTD,新台幣,4,771.5000,771.5000,"3,086","3,239"
HUKHB03025,集卡冊抱枕,個,NTD,新台幣,6,752.0000,752.0000,"4,512","4,740"
HUKHB03125,貪婪之島戒指,個,NTD,新台幣,3,"1,157.6667","1,157.6667","3,473","3,648"
HUKHB03225,貪婪之島Type C隨身碟(32G),個,NTD,新台幣,4,561.5000,561.5000,"2,246","2,360"
HUKHB03325,抽抽樂(一抽200),個,NTD,新台幣,50,190.2400,190.2400,"9,512","10,000"
HUKHC00125,HUNTER 獵人 滑鼠墊 造型隨身 A款 獵人執照,個,NTD,新台幣,3,238.0000,238.0000,714,750
HUKHD00125,名牌壓克力吊飾,個,NTD,新台幣,5,190.2000,190.2000,951,"1,000"
HUKHD00225,獵人識別證套（藍色星球）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00325,獵人識別證套（聖騎士的首飾）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00326,磁吸式手機支架(隨機單入),個,NTD,新台幣,7,343.0000,343.0000,"2,401","2,520"
HUKHD00425,獵人識別證套（一坪海岸線）,個,NTD,新台幣,1,267.0000,267.0000,267,280
HUKHD00626,角色手機掛繩 - 奇犽款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00826,角色手機掛繩 - 西索款,個,NTD,新台幣,2,429.0000,429.0000,858,900
HUKHD00926,獵人執照行李識別證套,個,NTD,新台幣,24,371.1250,371.1250,"8,907","9,360"
HUKHD01026,貪婪之島行李箱貼紙,個,NTD,新台幣,2,333.0000,333.0000,666,700
HUKHD01126,壓克力吊飾(扭蛋),個,NTD,新台幣,1,143.0000,143.0000,143,150
HUKHD01226,卡片相片機(阿拉丁),個,NTD,新台幣,13,47.6154,47.6154,619,650
HUKHD02726,壓克力燈座-HunterA款(奇犽),個,NTD,新台幣,5,619.0000,619.0000,"3,095","3,250"
HUKHD03026,潮流全彩T-shirt(制約誓約)-Hunter_L,個,NTD,新台幣,1,742.0000,742.0000,742,780
